Area_Name,Year,Group_Name,Sub_Group_Name,K_A_Cases_Reported,K_A_Female_10_18_Years,K_A_Female_18_30_Years,K_A_Female_30_50_Years,K_A_Female_Above_50_Years,K_A_Female_Total,K_A_Female_Upto_10_Years,K_A_Grand_Total,K_A_Male_10_18_Years,K_A_Male_18_30_Years,K_A_Male_30_50_Years,K_A_Male_Above_50_Years,K_A_Male_Total,K_A_Male_Upto_10_Years
West Bengal,2004,Kidnap - For Other Purposes,13. Other Purposes,274,0,154,41,0,195,0,274,0,60,19,0,79,0
Andaman & Nicobar Islands,2005,Kidnap - For Other Purposes,13. Other Purposes,1,0,0,0,0,0,0,1,1,0,0,0,1,0
Andhra Pradesh,2005,Kidnap - For Other Purposes,13. Other Purposes,764,24,192,78,15,318,9,764,41,212,157,19,446,17
Arunachal Pradesh,2005,Kidnap - For Other Purposes,13. Other Purposes,22,1,4,0,0,5,0,22,3,13,1,0,17,0
Assam,2005,Kidnap - For Other Purposes,13. Other Purposes,187,0,0,0,0,0,0,187,0,101,86,0,187,0
Bihar,2005,Kidnap - For Other Purposes,13. Other Purposes,1255,6,40,1,0,47,0,1255,2,900,286,20,1208,0
Chandigarh,2005,Kidnap - For Other Purposes,13. Other Purposes,18,10,4,0,0,14,0,19,2,2,1,0,5,0
Chhattisgarh,2005,Kidnap - For Other Purposes,13. Other Purposes,69,13,4,3,0,20,0,69,5,35,7,1,49,1
Dadra & Nagar Haveli,2005,Kidnap - For Other Purposes,13. Other Purposes,8,3,2,1,0,6,0,8,0,2,0,0,2,0
Daman & Diu,2005,Kidnap - For Other Purposes,13. Other Purposes,2,2,0,0,0,2,0,2,0,0,0,0,0,0
Delhi,2005,Kidnap - For Other Purposes,13. Other Purposes,1260,147,376,92,1,660,44,1264,94,262,178,0,604,70
Goa,2005,Kidnap - For Other Purposes,13. Other Purposes,11,4,3,0,0,8,1,14,0,2,2,0,6,2
Gujarat,2005,Kidnap - For Other Purposes,13. Other Purposes,276,33,55,29,0,120,3,276,18,86,33,6,156,13
Haryana,2005,Kidnap - For Other Purposes,13. Other Purposes,133,10,23,1,0,36,2,134,12,58,27,1,98,0
Himachal Pradesh,2005,Kidnap - For Other Purposes,13. Other Purposes,18,0,1,3,0,4,0,18,1,8,3,1,14,1
Jammu & Kashmir,2005,Kidnap - For Other Purposes,13. Other Purposes,168,2,74,8,3,87,0,168,1,51,24,5,81,0
Jharkhand,2005,Kidnap - For Other Purposes,13. Other Purposes,421,0,13,12,0,25,0,421,7,176,213,0,396,0
Karnataka,2005,Kidnap - For Other Purposes,13. Other Purposes,421,12,142,39,0,193,0,425,4,132,89,4,232,3
Kerala,2005,Kidnap - For Other Purposes,13. Other Purposes,176,13,51,14,0,83,5,183,7,38,46,6,100,3
Madhya Pradesh,2005,Kidnap - For Other Purposes,13. Other Purposes,340,37,74,57,3,181,10,340,47,59,41,5,159,7
Maharashtra,2005,Kidnap - For Other Purposes,13. Other Purposes,455,48,124,12,1,195,10,474,34,108,107,12,279,18
Manipur,2005,Kidnap - For Other Purposes,13. Other Purposes,41,1,3,0,0,5,1,45,0,16,20,4,40,0
Meghalaya,2005,Kidnap - For Other Purposes,13. Other Purposes,18,0,4,0,0,4,0,18,0,11,3,0,14,0
Mizoram,2005,Kidnap - For Other Purposes,13. Other Purposes,10,0,2,0,3,5,0,10,0,4,1,0,5,0
Nagaland,2005,Kidnap - For Other Purposes,13. Other Purposes,11,0,2,0,0,2,0,11,0,9,0,0,9,0
Odisha,2005,Kidnap - For Other Purposes,13. Other Purposes,219,8,181,0,0,189,0,219,1,29,0,0,30,0
Punjab,2005,Kidnap - For Other Purposes,13. Other Purposes,260,5,109,8,1,125,2,262,7,75,45,4,137,6
Rajasthan,2005,Kidnap - For Other Purposes,13. Other Purposes,981,48,413,90,5,559,3,981,14,267,131,8,422,2
Tamil Nadu,2005,Kidnap - For Other Purposes,13. Other Purposes,357,8,132,38,0,179,1,369,1,125,54,9,190,1
Tripura,2005,Kidnap - For Other Purposes,13. Other Purposes,34,0,19,0,0,21,2,37,2,9,5,0,16,0
Uttar Pradesh,2005,Kidnap - For Other Purposes,13. Other Purposes,456,2,44,2,0,48,0,456,56,202,132,15,408,3
Uttarakhand,2005,Kidnap - For Other Purposes,13. Other Purposes,91,0,20,0,0,20,0,91,0,64,7,0,71,0
West Bengal,2005,Kidnap - For Other Purposes,13. Other Purposes,150,0,1,1,0,2,0,150,0,144,4,0,148,0
Andaman & Nicobar Islands,2006,Kidnap - For Other Purposes,13. Other Purposes,5,4,1,0,0,5,0,5,0,0,0,0,0,0
Andhra Pradesh,2006,Kidnap - For Other Purposes,13. Other Purposes,1051,99,304,60,2,491,26,1054,29,269,247,6,563,12
Arunachal Pradesh,2006,Kidnap - For Other Purposes,13. Other Purposes,26,2,0,0,0,2,0,26,0,19,5,0,24,0
Assam,2006,Kidnap - For Other Purposes,13. Other Purposes,221,0,69,20,0,89,0,221,0,101,31,0,132,0
Bihar,2006,Kidnap - For Other Purposes,13. Other Purposes,1343,0,85,177,0,262,0,1343,10,761,182,128,1081,0
Chandigarh,2006,Kidnap - For Other Purposes,13. Other Purposes,5,0,1,1,0,6,4,6,0,0,0,0,0,0
Chhattisgarh,2006,Kidnap - For Other Purposes,13. Other Purposes,82,16,9,1,0,27,1,82,16,20,15,2,55,2
Dadra & Nagar Haveli,2006,Kidnap - For Other Purposes,13. Other Purposes,6,0,1,1,0,2,0,7,0,2,0,0,5,3
Daman & Diu,2006,Kidnap - For Other Purposes,13. Other Purposes,3,1,0,1,0,2,0,5,0,0,3,0,3,0
Delhi,2006,Kidnap - For Other Purposes,13. Other Purposes,1167,534,144,20,0,808,110,1177,172,60,31,0,369,106
Goa,2006,Kidnap - For Other Purposes,13. Other Purposes,11,5,1,0,0,6,0,13,2,2,3,0,7,0
Gujarat,2006,Kidnap - For Other Purposes,13. Other Purposes,190,29,12,6,0,55,8,189,23,63,28,3,134,17
Haryana,2006,Kidnap - For Other Purposes,13. Other Purposes,191,21,20,7,2,52,2,155,4,66,30,2,103,1
Himachal Pradesh,2006,Kidnap - For Other Purposes,13. Other Purposes,31,2,7,1,0,10,0,32,3,9,7,1,22,2
Jammu & Kashmir,2006,Kidnap - For Other Purposes,13. Other Purposes,100,1,35,9,0,46,1,109,0,26,35,2,63,0
Jharkhand,2006,Kidnap - For Other Purposes,13. Other Purposes,223,6,13,21,0,40,0,94,14,27,11,0,54,2
Karnataka,2006,Kidnap - For Other Purposes,13. Other Purposes,396,21,143,33,2,202,3,433,10,130,74,12,231,5
Kerala,2006,Kidnap - For Other Purposes,13. Other Purposes,186,18,66,14,1,105,6,193,7,39,30,9,88,3
Madhya Pradesh,2006,Kidnap - For Other Purposes,13. Other Purposes,334,28,146,22,0,199,3,335,21,64,42,3,136,6
Maharashtra,2006,Kidnap - For Other Purposes,13. Other Purposes,411,40,69,21,0,164,34,436,82,81,75,9,272,25
Manipur,2006,Kidnap - For Other Purposes,13. Other Purposes,71,7,14,0,0,21,0,75,4,18,30,0,54,2
Meghalaya,2006,Kidnap - For Other Purposes,13. Other Purposes,13,0,1,0,0,1,0,13,3,2,7,0,12,0
Mizoram,2006,Kidnap - For Other Purposes,13. Other Purposes,4,0,0,0,0,0,0,2,2,0,0,0,2,0
Nagaland,2006,Kidnap - For Other Purposes,13. Other Purposes,28,2,0,0,0,2,0,29,1,15,8,3,27,0
Odisha,2006,Kidnap - For Other Purposes,13. Other Purposes,222,17,100,24,0,141,0,226,6,65,6,8,85,0
Puducherry,2006,Kidnap - For Other Purposes,13. Other Purposes,6,0,0,0,0,2,2,6,0,1,1,0,4,2
Punjab,2006,Kidnap - For Other Purposes,13. Other Purposes,223,12,37,3,0,56,4,232,17,92,45,9,176,13
Rajasthan,2006,Kidnap - For Other Purposes,13. Other Purposes,875,92,277,96,3,471,3,875,52,174,152,20,404,6
Sikkim,2006,Kidnap - For Other Purposes,13. Other Purposes,2,2,0,0,0,2,0,2,0,0,0,0,0,0
Tamil Nadu,2006,Kidnap - For Other Purposes,13. Other Purposes,351,15,151,23,2,193,2,359,8,84,59,12,166,3
Tripura,2006,Kidnap - For Other Purposes,13. Other Purposes,40,0,13,0,1,14,0,40,0,16,7,3,26,0
Uttar Pradesh,2006,Kidnap - For Other Purposes,13. Other Purposes,487,0,11,43,0,54,0,487,0,266,151,14,433,2
Uttarakhand,2006,Kidnap - For Other Purposes,13. Other Purposes,108,0,79,9,0,88,0,109,0,20,1,0,21,0
West Bengal,2006,Kidnap - For Other Purposes,13. Other Purposes,35,4,4,1,0,10,1,35,0,21,3,1,25,0
Andaman & Nicobar Islands,2007,Kidnap - For Other Purposes,13. Other Purposes,12,6,3,1,0,10,0,13,2,0,1,0,3,0
Andhra Pradesh,2007,Kidnap - For Other Purposes,13. Other Purposes,962,58,380,144,12,616,22,954,21,155,118,20,338,24
Arunachal Pradesh,2007,Kidnap - For Other Purposes,13. Other Purposes,15,0,0,0,0,0,0,15,0,8,7,0,15,0
Assam,2007,Kidnap - For Other Purposes,13. Other Purposes,500,0,86,14,0,100,0,500,0,289,111,0,400,0
Bihar,2007,Kidnap - For Other Purposes,13. Other Purposes,1131,30,64,2,0,96,0,1131,82,790,156,3,1035,4
Chandigarh,2007,Kidnap - For Other Purposes,13. Other Purposes,7,0,0,1,0,2,1,9,1,4,0,0,7,2
Chhattisgarh,2007,Kidnap - For Other Purposes,13. Other Purposes,94,17,11,5,0,38,5,94,8,24,18,0,56,6
Dadra & Nagar Haveli,2007,Kidnap - For Other Purposes,13. Other Purposes,3,0,0,0,0,0,0,3,0,0,2,0,3,1
Daman & Diu,2007,Kidnap - For Other Purposes,13. Other Purposes,1,0,1,0,0,1,0,1,0,0,0,0,0,0
Delhi,2007,Kidnap - For Other Purposes,13. Other Purposes,1341,365,368,15,0,899,151,1421,150,60,61,6,522,245
Goa,2007,Kidnap - For Other Purposes,13. Other Purposes,8,2,1,0,0,3,0,8,2,2,1,0,5,0
Gujarat,2007,Kidnap - For Other Purposes,13. Other Purposes,303,19,98,28,1,153,7,314,18,82,43,6,161,12
Haryana,2007,Kidnap - For Other Purposes,13. Other Purposes,269,16,72,5,0,97,4,270,12,11,138,6,173,6
Himachal Pradesh,2007,Kidnap - For Other Purposes,13. Other Purposes,41,14,10,2,0,27,1,42,3,4,6,0,15,2
Jammu & Kashmir,2007,Kidnap - For Other Purposes,13. Other Purposes,100,1,54,8,0,63,0,106,0,23,20,0,43,0
Jharkhand,2007,Kidnap - For Other Purposes,13. Other Purposes,127,4,18,3,0,25,0,127,21,46,35,0,102,0
Karnataka,2007,Kidnap - For Other Purposes,13. Other Purposes,486,53,165,19,1,243,5,527,10,168,91,10,284,5
Kerala,2007,Kidnap - For Other Purposes,13. Other Purposes,143,23,47,11,0,89,8,150,2,28,21,6,61,4
Madhya Pradesh,2007,Kidnap - For Other Purposes,13. Other Purposes,350,53,123,11,1,197,9,357,19,92,36,3,160,10
Maharashtra,2007,Kidnap - For Other Purposes,13. Other Purposes,499,117,60,17,1,227,32,524,56,112,81,15,297,33
Manipur,2007,Kidnap - For Other Purposes,13. Other Purposes,74,5,9,5,0,23,4,118,4,38,45,6,95,2
Meghalaya,2007,Kidnap - For Other Purposes,13. Other Purposes,37,4,6,0,0,10,0,37,0,18,8,0,27,1
Mizoram,2007,Kidnap - For Other Purposes,13. Other Purposes,4,0,2,0,0,2,0,4,0,2,0,0,2,0
Nagaland,2007,Kidnap - For Other Purposes,13. Other Purposes,13,0,1,2,0,5,2,13,0,3,5,0,8,0
Odisha,2007,Kidnap - For Other Purposes,13. Other Purposes,285,19,100,16,4,139,0,290,5,115,31,0,151,0
Puducherry,2007,Kidnap - For Other Purposes,13. Other Purposes,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2007,Kidnap - For Other Purposes,13. Other Purposes,264,21,57,4,2,90,6,283,18,91,66,8,193,10
Rajasthan,2007,Kidnap - For Other Purposes,13. Other Purposes,1019,192,256,86,8,550,8,1019,67,237,133,14,469,18
Sikkim,2007,Kidnap - For Other Purposes,13. Other Purposes,5,3,1,0,0,5,1,5,0,0,0,0,0,0
Tamil Nadu,2007,Kidnap - For Other Purposes,13. Other Purposes,334,51,122,37,0,217,7,350,5,61,56,8,133,3
Tripura,2007,Kidnap - For Other Purposes,13. Other Purposes,16,0,10,0,0,10,0,16,0,2,4,0,6,0
Uttar Pradesh,2007,Kidnap - For Other Purposes,13. Other Purposes,803,13,73,17,0,103,0,803,114,332,221,31,700,2
Uttarakhand,2007,Kidnap - For Other Purposes,13. Other Purposes,48,6,10,9,0,25,0,48,8,11,3,1,23,0
West Bengal,2007,Kidnap - For Other Purposes,13. Other Purposes,706,2,544,52,0,598,0,706,2,86,19,0,108,1
Andaman & Nicobar Islands,2008,Kidnap - For Other Purposes,13. Other Purposes,17,9,1,2,0,12,0,17,3,0,2,0,5,0
Andhra Pradesh,2008,Kidnap - For Other Purposes,13. Other Purposes,785,54,278,70,3,409,4,804,26,189,156,22,395,2
Arunachal Pradesh,2008,Kidnap - For Other Purposes,13. Other Purposes,34,7,8,2,0,17,0,34,0,11,6,0,17,0
Assam,2008,Kidnap - For Other Purposes,13. Other Purposes,582,0,115,48,0,163,0,582,0,315,104,0,419,0
Bihar,2008,Kidnap - For Other Purposes,13. Other Purposes,956,0,82,23,2,109,2,943,20,671,126,15,834,2
Chandigarh,2008,Kidnap - For Other Purposes,13. Other Purposes,14,3,3,0,0,8,2,17,1,6,0,1,9,1
Chhattisgarh,2008,Kidnap - For Other Purposes,13. Other Purposes,68,11,25,0,0,38,2,68,11,15,3,0,30,1
Dadra & Nagar Haveli,2008,Kidnap - For Other Purposes,13. Other Purposes,7,0,0,0,0,1,1,7,0,2,2,1,6,1
Daman & Diu,2008,Kidnap - For Other Purposes,13. Other Purposes,4,0,0,0,0,0,0,4,0,4,0,0,4,0
Delhi,2008,Kidnap - For Other Purposes,13. Other Purposes,1268,585,154,7,2,882,134,1296,149,82,29,3,414,151
Goa,2008,Kidnap - For Other Purposes,13. Other Purposes,23,13,2,1,0,18,2,26,1,2,3,1,8,1
Gujarat,2008,Kidnap - For Other Purposes,13. Other Purposes,237,38,38,6,0,91,9,245,26,70,44,2,154,12
Haryana,2008,Kidnap - For Other Purposes,13. Other Purposes,267,37,78,6,1,123,1,270,13,94,33,5,147,2
Himachal Pradesh,2008,Kidnap - For Other Purposes,13. Other Purposes,25,4,7,1,0,14,2,28,4,6,3,0,14,1
Jammu & Kashmir,2008,Kidnap - For Other Purposes,13. Other Purposes,60,0,22,4,0,26,0,60,1,26,7,0,34,0
Jharkhand,2008,Kidnap - For Other Purposes,13. Other Purposes,358,12,93,19,0,124,0,358,14,140,74,5,234,1
Karnataka,2008,Kidnap - For Other Purposes,13. Other Purposes,543,54,226,31,2,322,9,571,3,146,79,12,249,9
Kerala,2008,Kidnap - For Other Purposes,13. Other Purposes,114,14,28,9,1,54,2,118,8,26,24,4,64,2
Madhya Pradesh,2008,Kidnap - For Other Purposes,13. Other Purposes,295,32,116,5,0,153,0,295,19,80,37,0,142,6
Maharashtra,2008,Kidnap - For Other Purposes,13. Other Purposes,493,95,65,21,1,206,24,514,54,129,79,11,308,35
Manipur,2008,Kidnap - For Other Purposes,13. Other Purposes,83,21,6,4,0,32,1,118,21,24,27,13,86,1
Meghalaya,2008,Kidnap - For Other Purposes,13. Other Purposes,24,2,7,0,0,9,0,24,6,7,2,0,15,0
Mizoram,2008,Kidnap - For Other Purposes,13. Other Purposes,7,0,0,0,0,2,2,7,0,5,0,0,5,0
Nagaland,2008,Kidnap - For Other Purposes,13. Other Purposes,41,2,3,1,0,6,0,41,0,14,14,7,35,0
Odisha,2008,Kidnap - For Other Purposes,13. Other Purposes,345,1,144,101,0,246,0,345,2,82,8,7,99,0
Puducherry,2008,Kidnap - For Other Purposes,13. Other Purposes,5,1,0,0,0,1,0,5,0,0,0,0,4,4
Punjab,2008,Kidnap - For Other Purposes,13. Other Purposes,269,3,85,19,1,111,3,275,9,81,53,8,164,13
Rajasthan,2008,Kidnap - For Other Purposes,13. Other Purposes,1308,214,511,84,12,830,9,1313,46,260,151,18,483,8
Tamil Nadu,2008,Kidnap - For Other Purposes,13. Other Purposes,422,60,101,82,1,246,2,431,7,62,101,9,185,6
Tripura,2008,Kidnap - For Other Purposes,13. Other Purposes,41,14,7,0,0,21,0,41,4,7,7,0,20,2
Uttar Pradesh,2008,Kidnap - For Other Purposes,13. Other Purposes,748,12,42,7,0,61,0,748,164,349,161,9,687,4
Uttarakhand,2008,Kidnap - For Other Purposes,13. Other Purposes,89,0,38,29,0,67,0,90,5,12,5,0,23,1
West Bengal,2008,Kidnap - For Other Purposes,13. Other Purposes,1167,23,805,21,0,849,0,1167,70,216,32,0,318,0
Andaman & Nicobar Islands,2009,Kidnap - For Other Purposes,13. Other Purposes,16,8,5,1,0,16,2,19,0,1,1,0,3,1
Andhra Pradesh,2009,Kidnap - For Other Purposes,13. Other Purposes,782,108,245,63,3,434,15,789,43,121,156,19,355,16
Arunachal Pradesh,2009,Kidnap - For Other Purposes,13. Other Purposes,33,0,0,0,0,0,0,33,6,20,7,0,33,0
Assam,2009,Kidnap - For Other Purposes,13. Other Purposes,782,0,146,55,0,201,0,782,0,374,207,0,581,0
Bihar,2009,Kidnap - For Other Purposes,13. Other Purposes,825,32,22,0,0,57,3,843,110,548,123,4,786,1
Chandigarh,2009,Kidnap - For Other Purposes,13. Other Purposes,18,8,5,1,0,16,2,20,1,1,0,0,4,2
Chhattisgarh,2009,Kidnap - For Other Purposes,13. Other Purposes,199,24,25,40,0,94,5,199,27,40,37,0,105,1
Dadra & Nagar Haveli,2009,Kidnap - For Other Purposes,13. Other Purposes,2,0,0,0,0,0,0,2,0,1,1,0,2,0
Delhi,2009,Kidnap - For Other Purposes,13. Other Purposes,2245,1137,62,59,0,1432,174,2377,469,75,46,4,945,351
Goa,2009,Kidnap - For Other Purposes,13. Other Purposes,22,9,2,0,0,15,4,23,1,4,1,0,8,2
Gujarat,2009,Kidnap - For Other Purposes,13. Other Purposes,205,35,32,4,0,83,12,198,11,50,36,2,115,16
Haryana,2009,Kidnap - For Other Purposes,13. Other Purposes,271,10,82,1,0,93,0,271,11,107,54,2,178,4
Himachal Pradesh,2009,Kidnap - For Other Purposes,13. Other Purposes,34,7,4,0,0,11,0,34,2,8,10,1,23,2
Jammu & Kashmir,2009,Kidnap - For Other Purposes,13. Other Purposes,198,21,119,22,0,162,0,193,3,19,9,0,31,0
Jharkhand,2009,Kidnap - For Other Purposes,13. Other Purposes,307,2,72,1,1,76,0,307,0,137,94,0,231,0
Karnataka,2009,Kidnap - For Other Purposes,13. Other Purposes,686,10,306,75,0,397,6,690,26,148,107,5,293,7
Kerala,2009,Kidnap - For Other Purposes,13. Other Purposes,104,11,27,5,1,47,3,108,4,21,27,5,61,4
Madhya Pradesh,2009,Kidnap - For Other Purposes,13. Other Purposes,307,32,94,29,0,166,11,312,29,72,33,5,146,7
Maharashtra,2009,Kidnap - For Other Purposes,13. Other Purposes,457,57,68,14,2,166,25,466,49,129,90,15,300,17
Manipur,2009,Kidnap - For Other Purposes,13. Other Purposes,77,10,18,2,0,31,1,92,6,20,19,16,61,0
Meghalaya,2009,Kidnap - For Other Purposes,13. Other Purposes,28,1,2,0,0,3,0,29,1,16,6,3,26,0
Mizoram,2009,Kidnap - For Other Purposes,13. Other Purposes,7,0,0,0,0,1,1,7,0,6,0,0,6,0
Nagaland,2009,Kidnap - For Other Purposes,13. Other Purposes,35,0,4,2,0,6,0,35,0,10,18,1,29,0
Odisha,2009,Kidnap - For Other Purposes,13. Other Purposes,388,27,191,33,2,253,0,388,0,114,16,4,135,1
Puducherry,2009,Kidnap - For Other Purposes,13. Other Purposes,6,1,1,1,0,4,1,6,0,1,0,0,2,1
Punjab,2009,Kidnap - For Other Purposes,13. Other Purposes,202,11,29,5,0,53,8,214,16,73,56,7,161,9
Rajasthan,2009,Kidnap - For Other Purposes,13. Other Purposes,1494,294,542,94,7,953,16,1505,79,282,157,17,552,17
Sikkim,2009,Kidnap - For Other Purposes,13. Other Purposes,2,4,0,0,0,4,0,4,0,0,0,0,0,0
Tamil Nadu,2009,Kidnap - For Other Purposes,13. Other Purposes,465,78,149,27,2,257,1,473,9,91,90,19,216,7
Tripura,2009,Kidnap - For Other Purposes,13. Other Purposes,29,0,0,0,0,0,0,29,0,21,8,0,29,0
Uttar Pradesh,2009,Kidnap - For Other Purposes,13. Other Purposes,813,2,28,6,0,36,0,813,143,390,226,14,777,4
Uttarakhand,2009,Kidnap - For Other Purposes,13. Other Purposes,113,0,56,30,0,86,0,113,2,20,5,0,27,0
West Bengal,2009,Kidnap - For Other Purposes,13. Other Purposes,989,22,654,198,0,876,2,989,11,56,25,20,113,1
Andaman & Nicobar Islands,2010,Kidnap - For Other Purposes,13. Other Purposes,8,6,0,0,0,6,0,8,1,0,1,0,2,0
Andhra Pradesh,2010,Kidnap - For Other Purposes,13. Other Purposes,808,112,155,110,10,422,35,808,24,210,131,13,386,8
Arunachal Pradesh,2010,Kidnap - For Other Purposes,13. Other Purposes,23,2,0,0,0,2,0,23,0,17,4,0,21,0
Assam,2010,Kidnap - For Other Purposes,13. Other Purposes,625,0,169,34,0,203,0,625,0,298,124,0,422,0
Bihar,2010,Kidnap - For Other Purposes,13. Other Purposes,754,5,101,9,0,115,0,754,63,506,68,0,639,2
Chandigarh,2010,Kidnap - For Other Purposes,13. Other Purposes,8,0,0,0,0,1,1,8,0,6,0,0,7,1
Chhattisgarh,2010,Kidnap - For Other Purposes,13. Other Purposes,165,31,41,7,0,85,6,165,29,28,17,1,80,5
Dadra & Nagar Haveli,2010,Kidnap - For Other Purposes,13. Other Purposes,7,0,0,1,0,1,0,7,0,3,3,0,6,0
Daman & Diu,2010,Kidnap - For Other Purposes,13. Other Purposes,2,0,0,0,0,0,0,2,1,1,0,0,2,0
Delhi,2010,Kidnap - For Other Purposes,13. Other Purposes,2977,1316,92,14,0,1593,171,3330,1282,56,43,3,1737,353
Goa,2010,Kidnap - For Other Purposes,13. Other Purposes,14,7,3,2,0,12,0,15,0,1,2,0,3,0
Gujarat,2010,Kidnap - For Other Purposes,13. Other Purposes,235,51,34,11,1,102,5,237,14,66,43,3,135,9
Haryana,2010,Kidnap - For Other Purposes,13. Other Purposes,242,20,52,12,0,86,2,242,9,104,36,6,156,1
Himachal Pradesh,2010,Kidnap - For Other Purposes,13. Other Purposes,39,4,6,0,1,11,0,39,11,6,6,2,28,3
Jammu & Kashmir,2010,Kidnap - For Other Purposes,13. Other Purposes,93,0,40,13,0,53,0,93,0,26,12,2,40,0
Jharkhand,2010,Kidnap - For Other Purposes,13. Other Purposes,285,0,76,34,0,110,0,285,0,133,42,0,175,0
Karnataka,2010,Kidnap - For Other Purposes,13. Other Purposes,1095,59,465,37,28,597,8,1152,8,436,80,17,555,14
Kerala,2010,Kidnap - For Other Purposes,13. Other Purposes,116,18,26,5,0,55,6,124,10,16,33,5,69,5
Madhya Pradesh,2010,Kidnap - For Other Purposes,13. Other Purposes,362,96,146,14,0,261,5,370,25,50,20,6,109,8
Maharashtra,2010,Kidnap - For Other Purposes,13. Other Purposes,543,115,77,20,2,248,34,562,38,141,86,21,314,28
Manipur,2010,Kidnap - For Other Purposes,13. Other Purposes,100,20,22,5,5,52,0,109,9,15,25,7,57,1
Meghalaya,2010,Kidnap - For Other Purposes,13. Other Purposes,29,4,3,0,0,10,3,33,0,18,3,0,23,2
Mizoram,2010,Kidnap - For Other Purposes,13. Other Purposes,6,0,0,0,0,0,0,6,0,4,2,0,6,0
Nagaland,2010,Kidnap - For Other Purposes,13. Other Purposes,2,0,0,0,0,0,0,2,0,0,2,0,2,0
Odisha,2010,Kidnap - For Other Purposes,13. Other Purposes,422,24,292,23,0,340,1,422,0,62,19,0,82,1
Punjab,2010,Kidnap - For Other Purposes,13. Other Purposes,231,22,22,2,1,50,3,236,16,80,63,5,186,22
Rajasthan,2010,Kidnap - For Other Purposes,13. Other Purposes,1327,278,435,88,1,815,13,1339,64,268,163,18,524,11
Sikkim,2010,Kidnap - For Other Purposes,13. Other Purposes,1,0,0,0,0,0,0,1,0,1,0,0,1,0
Tamil Nadu,2010,Kidnap - For Other Purposes,13. Other Purposes,483,77,118,31,3,241,12,488,6,87,136,11,247,7
Tripura,2010,Kidnap - For Other Purposes,13. Other Purposes,33,6,9,5,0,20,0,34,1,6,6,0,14,1
Uttar Pradesh,2010,Kidnap - For Other Purposes,13. Other Purposes,792,31,39,12,0,85,3,792,67,390,221,8,707,21
Uttarakhand,2010,Kidnap - For Other Purposes,13. Other Purposes,123,0,59,29,0,88,0,123,8,23,4,0,35,0
West Bengal,2010,Kidnap - For Other Purposes,13. Other Purposes,2271,6,1170,694,15,1885,0,2271,10,198,172,5,386,1
Andaman & Nicobar Islands,2001,Kidnap - Total,14. Total (Sum of 1-13 Above),2,2,0,0,0,2,0,2,0,0,0,0,0,0
Andhra Pradesh,2001,Kidnap - Total,14. Total (Sum of 1-13 Above),1182,370,348,25,0,749,6,1186,76,218,121,5,437,17
Arunachal Pradesh,2001,Kidnap - Total,14. Total (Sum of 1-13 Above),83,0,51,4,0,55,0,83,0,16,12,0,28,0
Assam,2001,Kidnap - Total,14. Total (Sum of 1-13 Above),1480,492,482,39,52,1070,5,1480,145,142,114,8,410,1
Bihar,2001,Kidnap - Total,14. Total (Sum of 1-13 Above),2159,176,389,14,0,579,0,2159,211,829,419,38,1580,83
Chandigarh,2001,Kidnap - Total,14. Total (Sum of 1-13 Above),56,37,10,1,0,50,2,56,4,1,1,0,6,0
Chhattisgarh,2001,Kidnap - Total,14. Total (Sum of 1-13 Above),207,135,32,2,0,170,1,207,4,12,11,2,37,8
Dadra & Nagar Haveli,2001,Kidnap - Total,14. Total (Sum of 1-13 Above),4,3,0,0,0,3,0,5,0,2,0,0,2,0
Delhi,2001,Kidnap - Total,14. Total (Sum of 1-13 Above),1627,518,380,80,0,1076,98,1759,193,223,76,7,683,184
Goa,2001,Kidnap - Total,14. Total (Sum of 1-13 Above),9,4,1,0,0,6,1,9,1,1,0,1,3,0
Gujarat,2001,Kidnap - Total,14. Total (Sum of 1-13 Above),998,559,225,15,4,817,14,1016,36,90,56,6,199,11
Haryana,2001,Kidnap - Total,14. Total (Sum of 1-13 Above),449,203,77,13,5,302,4,456,30,50,51,4,154,19
Himachal Pradesh,2001,Kidnap - Total,14. Total (Sum of 1-13 Above),126,54,41,14,2,112,1,128,1,2,10,3,16,0
Jammu & Kashmir,2001,Kidnap - Total,14. Total (Sum of 1-13 Above),606,190,276,36,0,504,2,606,9,39,50,2,102,2
Jharkhand,2001,Kidnap - Total,14. Total (Sum of 1-13 Above),441,106,162,30,0,298,0,441,58,55,25,4,143,1
Karnataka,2001,Kidnap - Total,14. Total (Sum of 1-13 Above),559,143,133,31,0,321,14,580,53,108,67,9,259,22
Kerala,2001,Kidnap - Total,14. Total (Sum of 1-13 Above),183,60,29,5,2,100,4,190,18,17,45,6,90,4
Madhya Pradesh,2001,Kidnap - Total,14. Total (Sum of 1-13 Above),956,472,166,50,8,705,9,1023,91,146,66,9,318,6
Maharashtra,2001,Kidnap - Total,14. Total (Sum of 1-13 Above),985,461,185,26,3,708,33,1004,75,84,96,8,296,33
Manipur,2001,Kidnap - Total,14. Total (Sum of 1-13 Above),94,34,28,0,0,62,0,94,3,13,13,3,32,0
Meghalaya,2001,Kidnap - Total,14. Total (Sum of 1-13 Above),55,4,1,1,0,6,0,55,2,10,35,1,49,1
Mizoram,2001,Kidnap - Total,14. Total (Sum of 1-13 Above),2,1,2,0,0,3,0,4,0,1,0,0,1,0
